point	1	20	0	19	10996.996923283481	28395.888773167953	672.0	11147	28595
point	4	20	0	19	8593.302545690904	17737.935648481507	1008.9999999999999	8652	17274
point	2	21	0	20	9019.49958987605	11057.947627446705	447.99999999999994	8983	11081
point	1	21	0	20	11402.264797247475	28931.929808844303	672.0	11449	28994
point	4	21	0	20	8713.818933132394	16736.175281748172	1009.0	8752	16404
point	2	22	0	21	8641.324853754015	11298.12975694708	448.00000000000006	8610	11318
point	1	22	0	21	11805.581552896812	29469.442070529083	672.0	11965	29682
point	4	22	0	21	8869.928534940525	15739.749476661535	1009.0	8948	15300
point	2	23	0	22	8260.12617774237	11533.422925157312	448.0	8089	11636
point	1	23	0	22	12209.032574768638	30006.8536525859	672.0	12276	30096
point	4	23	0	22	9173.15778600486	14785.175722212025	1009.0	9708	14020
point	2	24	0	23	7876.092276091702	11764.121462174906	447.99999999999994	7863	11772
point	1	24	0	23	12625.960712498627	30533.823746720398	672.0	12880	30851
point	4	24	0	23	9764.885880171565	13970.463013439115	1008.9999999999999	10544	13292
point	2	25	0	24	7532.644464911207	12047.163662174957	448.0	7422	12174
point	1	25	0	24	13131.352226225135	30765.097541981177	672.0	13201	30741
point	4	25	0	24	10525.812374063175	13307.838028327762	1008.9999999999999	10544	13292
point	2	26	0	25	7258.875672554458	12396.93793237176	448.0	7258	12399
point	1	26	0	25	13261.857451735936	30525.503921966283	298.0	13202	30494
point	4	26	0	25	10154.26946064747	12768.449101079117	672.0	9989	12493
point	2	27	0	26	7138.3493638628115	12821.577939376017	448.0	7065	12912
disappearpoint	1	26	0	26	13202.0	30494.0	0.0	13202	30494
point	4	27	0	26	9848.734692211963	12468.714288629066	298.0	9828	12505
point	2	28	0	27	6910.951708128801	13157.758540644008	448.0	6929	13248
point	4	28	0	27	9608.953611262708	12637.886758437076	298.0	9599	12644
point	2	29	0	28	6869.345189721848	13321.770658763946	132.0	6097	13777
point	4	29	0	28	9392.520818584127	12632.80170728067	298.0	9247	12398
point	2	30	0	29	6755.628382959597	13388.796682514403	132.0	6097	13777
disappearpoint	4	29	0	29	9265.0	12389.0	0.0	9265	12389
point	2	31	0	30	6641.911576197345	13455.822706264858	132.0	6097	13777
point	2	32	0	31	6528.194769435094	13522.848730015316	132.0	6097	13777
point	2	33	0	32	6414.477962672842	13589.874753765771	132.0	6097	13777
point	2	34	0	33	6300.761155910591	13656.900777516228	132.0	6097	13777
point	2	35	0	34	6187.044349148339	13723.926801266685	132.0	6097	13777
point	2	36	0	35	6114.11210495418	13798.499824173201	132.0	6175	13875
point	2	37	0	36	6207.964137601772	13884.210567859318	132.0	6243	13894
disappearpoint	2	37	0	37	6165.0	13933.0	0.0	6165	13933
